PWS ID,Facility Water Type,Latitude,Longitude,Contaminant,chain length,long-short,Total
NJ0338001,GW-Groundwater,40.025871,-74.883539,PFHxA,6,short,3.5
NJ0338001,GW-Groundwater,40.025871,-74.883539,PFHxS,6,short,9.4
NJ0338001,GW-Groundwater,40.025871,-74.883539,PFOA,8,Long,8.7
NJ0338001,GW-Groundwater,40.025871,-74.883539,PFOS,8,Long,13.5
NJ0338001,GW-Groundwater,40.025871,-74.883539,PFPeA,5,short,3.3
NJ0405001,SW-Surface Water,39.798212,-74.931731,PFHxA,6,short,6.1
NJ0405001,SW-Surface Water,39.798212,-74.931731,PFOA,8,Long,4.7
NJ0405001,SW-Surface Water,39.798212,-74.931731,PFOS,8,Long,4
NJ0405001,SW-Surface Water,39.798212,-74.931731,PFPeA,5,short,5.6
NJ0408001,GW-Groundwater,39.920467,-75.108957,PFBA,4,short,14.8
NJ0408001,GW-Groundwater,39.920467,-75.108957,PFHpA,7,short,4.4
NJ0408001,GW-Groundwater,39.920467,-75.108957,PFHxA,6,short,11
NJ0408001,GW-Groundwater,39.920467,-75.108957,PFNA,9,Long,6.2
NJ0408001,GW-Groundwater,39.920467,-75.108957,PFOA,8,Long,10.6
NJ0408001,GW-Groundwater,39.920467,-75.108957,PFOS,8,Long,12.9
NJ0408001,GW-Groundwater,39.920467,-75.108957,PFPeA,5,short,18
NJ0703001,SW-Surface Water,40.83892,-74.277666,PFBS,4,short,3.2
NJ0703001,SW-Surface Water,40.83892,-74.277666,PFHpA,7,short,3.6
NJ0703001,SW-Surface Water,40.83892,-74.277666,PFHxA,6,short,4.6
NJ0703001,SW-Surface Water,40.83892,-74.277666,PFHxS,6,short,4.8
NJ0703001,SW-Surface Water,40.83892,-74.277666,PFOA,8,Long,15.4
NJ0703001,SW-Surface Water,40.83892,-74.277666,PFPeA,5,short,4.5
NJ0704001,SW-Surface Water,40.857287,-74.227169,PFOA,8,Long,11.9
NJ0704001,SW-Surface Water,40.857287,-74.227169,PFOS,8,Long,4
NJ0705001,GW-Groundwater,40.765075,-74.211657,PFOA,8,Long,13
NJ0707001,SW-Surface Water,40.881086,-74.29457,PFBA,4,short,6.2
NJ0707001,SW-Surface Water,40.881086,-74.29457,PFHxA,6,short,7
NJ0707001,SW-Surface Water,40.881086,-74.29457,PFOA,8,Long,10.4
NJ0707001,SW-Surface Water,40.881086,-74.29457,PFOS,8,Long,7
NJ0707001,SW-Surface Water,40.881086,-74.29457,PFPeA,5,short,7.3
NJ0710001,GW-Groundwater,40.785535,-74.329034,PFBA,4,short,17
NJ0710001,GW-Groundwater,40.785535,-74.329034,PFBS,4,short,15.9
NJ0710001,GW-Groundwater,40.785535,-74.329034,PFHpA,7,short,12.7
NJ0710001,GW-Groundwater,40.785535,-74.329034,PFHxA,6,short,17.1
NJ0710001,GW-Groundwater,40.785535,-74.329034,PFHxS,6,short,15.4
NJ0710001,GW-Groundwater,40.785535,-74.329034,PFOA,8,Long,61
NJ0710001,GW-Groundwater,40.785535,-74.329034,PFOS,8,Long,10
NJ0710001,GW-Groundwater,40.785535,-74.329034,PFPeA,5,short,18.7
NJ0713001,GW-Groundwater,40.825427,-74.211012,PFBA,4,short,8.6
NJ0713001,GW-Groundwater,40.825427,-74.211012,PFPeA,5,short,5.2
NJ0714001,SW-Surface Water,40.715224,-74.170495,PFOA,8,Long,4.9
NJ0719001,SW-Surface Water,40.749103,-74.260167,PFOA,8,Long,6.2
NJ0721001,SW-Surface Water,40.850028,-74.291881,PFHxA,6,short,3.1
NJ0721001,SW-Surface Water,40.850028,-74.291881,PFOA,8,Long,8.3
NJ0721001,SW-Surface Water,40.850028,-74.291881,PFOS,8,Long,4.3
NJ0721001,SW-Surface Water,40.850028,-74.291881,PFPeA,5,short,3
NJ0811002,SW-Surface Water,39.697501,-75.014804,PFHxA,6,short,3.2
NJ0811002,SW-Surface Water,39.697501,-75.014804,PFOA,8,Long,7.5
NJ0811002,SW-Surface Water,39.697501,-75.014804,PFOS,8,Long,4.2
NJ0815001,SW-Surface Water,39.733523,-75.130585,PFHxA,6,short,5.1
NJ0815001,SW-Surface Water,39.733523,-75.130585,PFOA,8,Long,4.2
NJ0815001,SW-Surface Water,39.733523,-75.130585,PFPeA,5,short,4.8
NJ0820301,GW-Groundwater,39.861571,-75.132975,PFNA,9,Long,4.3
NJ0821001,GW-Groundwater,39.865589,-75.12962,PFNA,9,Long,15.6
NJ0821001,GW-Groundwater,39.865589,-75.12962,PFOA,8,Long,8.6
NJ0821001,GW-Groundwater,39.865589,-75.12962,PFOS,8,Long,4.4
NJ0822001,SW-Surface Water,39.834118,-75.153741,PFHxA,6,short,3.2
NJ0822001,SW-Surface Water,39.834118,-75.153741,PFPeA,5,short,3.3
NJ0901001,SW-Surface Water,40.660136,-74.106339,PFOA,8,Long,4.2
NJ0904001,SW-Surface Water,40.743066,-74.15298,PFOA,8,Long,5.6
NJ0905001,SW-Surface Water,40.745365,-74.032092,PFOA,8,Long,6.7
NJ0905001,SW-Surface Water,40.745365,-74.032092,PFOS,8,Long,4.6
NJ0906001,SW-Surface Water,40.718869,-74.069245,PFHxA,6,short,3.1
NJ0906001,SW-Surface Water,40.718869,-74.069245,PFHxS,6,short,4.9
NJ0906001,SW-Surface Water,40.718869,-74.069245,PFOA,8,Long,6.9
NJ0906001,SW-Surface Water,40.718869,-74.069245,PFOS,8,Long,6.2
NJ0906001,SW-Surface Water,40.718869,-74.069245,PFPeA,5,short,3.6
NJ1009001,GW-Groundwater,40.509813,-74.861144,PFBS,4,short,7.7
NJ1009001,GW-Groundwater,40.509813,-74.861144,PFHxA,6,short,10.1
NJ1009001,GW-Groundwater,40.509813,-74.861144,PFHxS,6,short,3.1
NJ1009001,GW-Groundwater,40.509813,-74.861144,PFOA,8,Long,23.9
NJ1009001,GW-Groundwater,40.509813,-74.861144,PFOS,8,Long,12.6
NJ1009001,GW-Groundwater,40.509813,-74.861144,PFPeA,5,short,12
NJ1205001,SW-Surface Water,40.515968,-74.392838,PFBA,4,short,5.4
NJ1205001,SW-Surface Water,40.515968,-74.392838,PFOA,8,Long,4.9
NJ1209002,SW-Surface Water,40.40964,-74.300423,PFBA,4,short,5.2
NJ1209002,SW-Surface Water,40.40964,-74.300423,PFHxA,6,short,3
NJ1209002,SW-Surface Water,40.40964,-74.300423,PFOA,8,Long,12.2
NJ1212001,SW-Surface Water,40.450427,-74.435092,PFHxA,6,short,5.4
NJ1212001,SW-Surface Water,40.450427,-74.435092,PFOA,8,Long,7.5
NJ1212001,SW-Surface Water,40.450427,-74.435092,PFOS,8,Long,5.4
NJ1212001,SW-Surface Water,40.450427,-74.435092,PFPeA,5,short,3.6
NJ1213002,GW-Groundwater,40.312378,-74.457714,PFBA,4,short,7.1
NJ1213002,GW-Groundwater,40.312378,-74.457714,PFHpA,7,short,4.1
NJ1213002,GW-Groundwater,40.312378,-74.457714,PFHxA,6,short,5.8
NJ1213002,GW-Groundwater,40.312378,-74.457714,PFHxS,6,short,7.3
NJ1213002,GW-Groundwater,40.312378,-74.457714,PFOA,8,Long,14.6
NJ1213002,GW-Groundwater,40.312378,-74.457714,PFOS,8,Long,11.1
NJ1213002,GW-Groundwater,40.312378,-74.457714,PFPeA,5,short,6.1
NJ1214001,SW-Surface Water,40.486622,-74.445846,PFHxA,6,short,4.5
NJ1214001,SW-Surface Water,40.486622,-74.445846,PFOA,8,Long,7.7
NJ1214001,SW-Surface Water,40.486622,-74.445846,PFOS,8,Long,4.9
NJ1214001,SW-Surface Water,40.486622,-74.445846,PFPeA,5,short,3.7
NJ1216001,SW-Surface Water,40.519567,-74.273162,HFPO-DA,6,short,13.1
NJ1216001,SW-Surface Water,40.519567,-74.273162,PFBA,4,short,5
NJ1216001,SW-Surface Water,40.519567,-74.273162,PFHpA,7,short,3.4
NJ1216001,SW-Surface Water,40.519567,-74.273162,PFHxA,6,short,4.4
NJ1216001,SW-Surface Water,40.519567,-74.273162,PFOA,8,Long,15.1
NJ1216001,SW-Surface Water,40.519567,-74.273162,PFOS,8,Long,4.9
NJ1216001,SW-Surface Water,40.519567,-74.273162,PFPeA,5,short,5.3
NJ1219001,GU-Groundwater Under Influence of Surface Water,40.462143,-74.324633,PFOA,8,Long,5.5
NJ1221004,GW-Groundwater,40.387839,-74.524159,PFBA,4,short,11
NJ1221004,GW-Groundwater,40.387839,-74.524159,PFBS,4,short,3.7
NJ1221004,GW-Groundwater,40.387839,-74.524159,PFHpA,7,short,5.8
NJ1221004,GW-Groundwater,40.387839,-74.524159,PFHxA,6,short,7.9
NJ1221004,GW-Groundwater,40.387839,-74.524159,PFOA,8,Long,23
NJ1221004,GW-Groundwater,40.387839,-74.524159,PFPeA,5,short,8.9
NJ1223001,SW-Surface Water,40.445481,-74.378419,PFHxA,6,short,8.4
NJ1223001,SW-Surface Water,40.445481,-74.378419,PFOA,8,Long,4.8
NJ1223001,SW-Surface Water,40.445481,-74.378419,PFOS,8,Long,4.1
NJ1223001,SW-Surface Water,40.445481,-74.378419,PFPeA,5,short,3
NJ1225001,GW-Groundwater,40.556666,-74.312255,PFPeA,5,short,5.4
NJ1225001,SW-Surface Water,40.556666,-74.312255,PFOA,8,Long,4.5
NJ1225001,SW-Surface Water,40.556666,-74.312255,PFPeA,5,short,3
NJ1312001,"MX-Any combination of GW, SW, and GU",40.297085,-74.360715,PFHxA,6,short,6.4
NJ1312001,"MX-Any combination of GW, SW, and GU",40.297085,-74.360715,PFOA,8,Long,5.3
NJ1312001,"MX-Any combination of GW, SW, and GU",40.297085,-74.360715,PFPeA,5,short,5.6
NJ1326001,SW-Surface Water,40.303176,-74.301106,PFHxA,6,short,15.9
NJ1326001,SW-Surface Water,40.303176,-74.301106,PFOA,8,Long,7
NJ1326001,SW-Surface Water,40.303176,-74.301106,PFPeA,5,short,4.6
NJ1326002,SW-Surface Water,40.257407,-74.357828,PFHxA,6,short,4.6
NJ1326002,SW-Surface Water,40.257407,-74.357828,PFOA,8,Long,7.8
NJ1326002,SW-Surface Water,40.257407,-74.357828,PFPeA,5,short,4.8
NJ1329001,SW-Surface Water,40.41163,-74.237193,PFHxA,6,short,3
NJ1329001,SW-Surface Water,40.41163,-74.237193,PFOA,8,Long,5.4
NJ1339001,SW-Surface Water,40.409328,-74.169498,PFHxA,6,short,3
NJ1339001,SW-Surface Water,40.409328,-74.169498,PFOA,8,Long,5.6
NJ1349001,SW-Surface Water,40.152206,-74.042993,PFHxA,6,short,4
NJ1349001,SW-Surface Water,40.152206,-74.042993,PFHxS,6,short,3
NJ1349001,SW-Surface Water,40.152206,-74.042993,PFOA,8,Long,6.8
NJ1349001,SW-Surface Water,40.152206,-74.042993,PFOS,8,Long,4.8
NJ1349001,SW-Surface Water,40.152206,-74.042993,PFPeA,5,short,4.1
NJ1350001,SW-Surface Water,40.443792,-74.17129,PFHxA,6,short,4.7
NJ1350001,SW-Surface Water,40.443792,-74.17129,PFOA,8,Long,6.2
NJ1350001,SW-Surface Water,40.443792,-74.17129,PFPeA,5,short,4.1
NJ1401001,SW-Surface Water,40.907192,-74.408176,PFHxA,6,short,3.3
NJ1401001,SW-Surface Water,40.907192,-74.408176,PFOA,8,Long,10
NJ1401001,SW-Surface Water,40.907192,-74.408176,PFOS,8,Long,5.5
NJ1401001,SW-Surface Water,40.907192,-74.408176,PFPeA,5,short,3
NJ1403001,SW-Surface Water,40.997081,-74.342479,PFOA,8,Long,8.5
NJ1409001,GW-Groundwater,40.882747,-74.557306,PFHxA,6,short,6.2
NJ1409001,GW-Groundwater,40.882747,-74.557306,PFHxS,6,short,7
NJ1409001,GW-Groundwater,40.882747,-74.557306,PFOA,8,Long,12.7
NJ1409001,GW-Groundwater,40.882747,-74.557306,PFOS,8,Long,11.2
NJ1409001,GW-Groundwater,40.882747,-74.557306,PFPeA,5,short,8.1
NJ1410001,SW-Surface Water,40.819196,-74.363818,PFOA,8,Long,6.3
NJ1410001,SW-Surface Water,40.819196,-74.363818,PFOS,8,Long,4.1
NJ1424001,SW-Surface Water,40.802733,-74.474367,PFBA,4,short,11.9
NJ1424001,SW-Surface Water,40.802733,-74.474367,PFBS,4,short,3.1
NJ1424001,SW-Surface Water,40.802733,-74.474367,PFHxA,6,short,6.5
NJ1424001,SW-Surface Water,40.802733,-74.474367,PFOA,8,Long,8.9
NJ1424001,SW-Surface Water,40.802733,-74.474367,PFOS,8,Long,6
NJ1424001,SW-Surface Water,40.802733,-74.474367,PFPeA,5,short,7
NJ1427005,GW-Groundwater,40.83672,-74.700867,PFHxA,6,short,10.6
NJ1427005,GW-Groundwater,40.83672,-74.700867,PFOA,8,Long,18.1
NJ1427005,GW-Groundwater,40.83672,-74.700867,PFOS,8,Long,14.1
NJ1427005,GW-Groundwater,40.83672,-74.700867,PFPeA,5,short,14.4
NJ1428001,GW-Groundwater,40.89738,-74.702787,PFHxA,6,short,4.7
NJ1428001,GW-Groundwater,40.89738,-74.702787,PFHxS,6,short,6
NJ1428001,GW-Groundwater,40.89738,-74.702787,PFOA,8,Long,20.1
NJ1428001,GW-Groundwater,40.89738,-74.702787,PFOS,8,Long,9.8
NJ1428001,GW-Groundwater,40.89738,-74.702787,PFPeA,5,short,8.3
NJ1429001,GW-Groundwater,40.858446,-74.437444,PFBS,4,short,3.1
NJ1429001,GW-Groundwater,40.858446,-74.437444,PFHxA,6,short,3.1
NJ1429001,GW-Groundwater,40.858446,-74.437444,PFHxS,6,short,3.2
NJ1429001,GW-Groundwater,40.858446,-74.437444,PFOA,8,Long,4.8
NJ1429001,SW-Surface Water,40.858446,-74.437444,PFHxA,6,short,3.3
NJ1429001,SW-Surface Water,40.858446,-74.437444,PFHxS,6,short,4.1
NJ1429001,SW-Surface Water,40.858446,-74.437444,PFOA,8,Long,6.8
NJ1429001,SW-Surface Water,40.858446,-74.437444,PFOS,8,Long,7.4
NJ1429001,SW-Surface Water,40.858446,-74.437444,PFPeA,5,short,3.9
NJ1439001,GW-Groundwater,40.899954,-74.58086,PFHxA,6,short,6.9
NJ1439001,GW-Groundwater,40.899954,-74.58086,PFOA,8,Long,10.2
NJ1439001,GW-Groundwater,40.899954,-74.58086,PFPeA,5,short,7.4
NJ1506001,SW-Surface Water,40.068046,-74.120846,PFPeA,5,short,3.1
NJ1518005,GW-Groundwater,40.016344,-74.279688,PFBS,4,short,4.9
NJ1518005,GW-Groundwater,40.016344,-74.279688,PFHxA,6,short,3.4
NJ1518005,GW-Groundwater,40.016344,-74.279688,PFPeA,5,short,4.1
NJ1524001,SW-Surface Water,40.077732,-74.070315,PFBS,4,short,3.7
NJ1524001,SW-Surface Water,40.077732,-74.070315,PFHxA,6,short,6.6
NJ1524001,SW-Surface Water,40.077732,-74.070315,PFOA,8,Long,5.1
NJ1524001,SW-Surface Water,40.077732,-74.070315,PFPeA,5,short,8.3
NJ1605001,SW-Surface Water,40.879624,-74.218144,PFOA,8,Long,4.3
NJ1605002,SW-Surface Water,40.882578,-74.155658,PFBA,4,short,6.4
NJ1605002,SW-Surface Water,40.882578,-74.155658,PFBS,4,short,3.4
NJ1605002,SW-Surface Water,40.882578,-74.155658,PFHpA,7,short,3.2
NJ1605002,SW-Surface Water,40.882578,-74.155658,PFHxA,6,short,7.5
NJ1605002,SW-Surface Water,40.882578,-74.155658,PFHxS,6,short,3.1
NJ1605002,SW-Surface Water,40.882578,-74.155658,PFOA,8,Long,11.4
NJ1605002,SW-Surface Water,40.882578,-74.155658,PFOS,8,Long,7.7
NJ1605002,SW-Surface Water,40.882578,-74.155658,PFPeA,5,short,8.3
NJ1616001,SW-Surface Water,40.888418,-74.195013,PFBA,4,short,5.4
NJ1616001,SW-Surface Water,40.888418,-74.195013,PFHxA,6,short,9.3
NJ1616001,SW-Surface Water,40.888418,-74.195013,PFOA,8,Long,13.7
NJ1616001,SW-Surface Water,40.888418,-74.195013,PFOS,8,Long,10.2
NJ1616001,SW-Surface Water,40.888418,-74.195013,PFPeA,5,short,10.5
NJ1708001,GW-Groundwater,39.637507,-75.516657,PFBA,4,short,20
NJ1708001,GW-Groundwater,39.637507,-75.516657,PFHpA,7,short,15
NJ1708001,GW-Groundwater,39.637507,-75.516657,PFHxA,6,short,37
NJ1708001,GW-Groundwater,39.637507,-75.516657,PFOA,8,Long,8
NJ1708001,GW-Groundwater,39.637507,-75.516657,PFPeA,5,short,35
NJ1712001,GW-Groundwater,39.566824,-75.468277,PFOA,8,Long,4.7
NJ1918004,GW-Groundwater,41.019862,-74.65227,PFBA,4,short,14.7
NJ1918004,GW-Groundwater,41.019862,-74.65227,PFBS,4,short,35.5
NJ1918004,GW-Groundwater,41.019862,-74.65227,PFHxA,6,short,38.6
NJ1918004,GW-Groundwater,41.019862,-74.65227,PFHxS,6,short,3.3
NJ1918004,GW-Groundwater,41.019862,-74.65227,PFOA,8,Long,55.9
NJ1918004,GW-Groundwater,41.019862,-74.65227,PFOS,8,Long,40.6
NJ1918004,GW-Groundwater,41.019862,-74.65227,PFPeA,5,short,54.1
NJ1919001,GW-Groundwater,40.913518,-74.704151,PFBS,4,short,11.1
NJ1919001,GW-Groundwater,40.913518,-74.704151,PFHpA,7,short,3.5
NJ1919001,GW-Groundwater,40.913518,-74.704151,PFHxA,6,short,7.4
NJ1919001,GW-Groundwater,40.913518,-74.704151,PFHxS,6,short,3.6
NJ1919001,GW-Groundwater,40.913518,-74.704151,PFOA,8,Long,24.2
NJ1919001,GW-Groundwater,40.913518,-74.704151,PFOS,8,Long,17
NJ1919001,GW-Groundwater,40.913518,-74.704151,PFPeA,5,short,8.7
NJ1922026,GW-Groundwater,41.182448,-74.519115,PFBS,4,short,3.8
NJ1922026,GW-Groundwater,41.182448,-74.519115,PFHxA,6,short,6.2
NJ1922026,GW-Groundwater,41.182448,-74.519115,PFPeA,5,short,9.8
NJ2121001,GW-Groundwater,40.757074,-74.992899,PFHxS,6,short,3
NJ2121001,GW-Groundwater,40.757074,-74.992899,PFOA,8,Long,9.4
NJ2121001,GW-Groundwater,40.757074,-74.992899,PFOS,8,Long,11
NV0000272,GW-Groundwater,40.843999,-115.76269,PFBS,4,short,4.1
NV0000272,GW-Groundwater,40.843999,-115.76269,PFHxA,6,short,12.6
NV0000272,GW-Groundwater,40.843999,-115.76269,PFHxS,6,short,23.7
NV0000272,GW-Groundwater,40.843999,-115.76269,PFOA,8,Long,5.9
NV0000272,GW-Groundwater,40.843999,-115.76269,PFOS,8,Long,6.9
NV0000272,GW-Groundwater,40.843999,-115.76269,PFPeA,5,short,14.6
NY0301668,GW-Groundwater,42.124458,-75.963131,PFBA,4,short,11.8
NY0301668,GW-Groundwater,42.124458,-75.963131,PFHxA,6,short,10.5
NY0301668,GW-Groundwater,42.124458,-75.963131,PFPeA,5,short,22.9
NY0301674,GW-Groundwater,42.100228,-75.987287,PFHpA,7,short,3.3
NY0301674,GW-Groundwater,42.100228,-75.987287,PFHxA,6,short,3
NY0301674,GW-Groundwater,42.100228,-75.987287,PFPeA,5,short,4.4
NY0400349,GW-Groundwater,42.157452,-78.72634,PFBS,4,short,9.2
NY1200270,GW-Groundwater,42.309124,-75.393539,PFBS,4,short,3.2
NY1200270,GW-Groundwater,42.309124,-75.393539,PFHxS,6,short,8.1
NY1200270,GW-Groundwater,42.309124,-75.393539,PFOA,8,Long,18.3
NY1200270,GW-Groundwater,42.309124,-75.393539,PFOS,8,Long,6.7
NY1302766,GW-Groundwater,41.550642,-73.874031,PFBA,4,short,6.9
NY1302766,GW-Groundwater,41.550642,-73.874031,PFBS,4,short,8.1
NY1302766,GW-Groundwater,41.550642,-73.874031,PFHxA,6,short,5.5
NY1302766,GW-Groundwater,41.550642,-73.874031,PFOA,8,Long,8.6
NY1302766,GW-Groundwater,41.550642,-73.874031,PFOS,8,Long,6.2
NY1302766,GW-Groundwater,41.550642,-73.874031,PFPeA,5,short,6
NY1800544,GU-Groundwater Under Influence of Surface Water,42.99866,-78.180061,6:2 FTS,8,Long,70
NY2221206,GW-Groundwater,44.049837,-75.83621,PFBS,4,short,14
NY2701045,SW-Surface Water,43.290094,-77.792238,PFBA,4,short,7.9
NY2701045,SW-Surface Water,43.290094,-77.792238,PFPeA,5,short,3.4
NY2902817,GW-Groundwater,40.745769,-73.482539,PFBA,4,short,9.3
NY2902817,GW-Groundwater,40.745769,-73.482539,PFBS,4,short,3.5
NY2902817,GW-Groundwater,40.745769,-73.482539,PFHxA,6,short,4.8
NY2902817,GW-Groundwater,40.745769,-73.482539,PFPeA,5,short,6.2
NY2902825,GW-Groundwater,40.753122,-73.669609,PFHxA,6,short,4.3
NY2902825,GW-Groundwater,40.753122,-73.669609,PFPeA,5,short,9.9
NY2902826,GW-Groundwater,40.870832,-73.628325,PFOA,8,Long,8.5
NY2902826,GW-Groundwater,40.870832,-73.628325,PFPeA,5,short,3
NY2902827,GW-Groundwater,40.704172,-73.619575,PFOS,8,Long,4.7
NY2902830,GW-Groundwater,40.690984,-73.698971,PFHpA,7,short,3.1
NY2902830,GW-Groundwater,40.690984,-73.698971,PFHxA,6,short,4
NY2902830,GW-Groundwater,40.690984,-73.698971,PFHxS,6,short,4.1
NY2902830,GW-Groundwater,40.690984,-73.698971,PFOA,8,Long,10
NY2902830,GW-Groundwater,40.690984,-73.698971,PFOS,8,Long,6.1
NY2902830,GW-Groundwater,40.690984,-73.698971,PFPeA,5,short,4.2
NY2902845,GW-Groundwater,40.78331,-73.470378,PFBA,4,short,6.5
NY2902856,GW-Groundwater,40.760653,-73.574876,PFOA,8,Long,7.6
NY2902858,GW-Groundwater,40.75882,-73.646681,PFHpA,7,short,3
NY2902858,GW-Groundwater,40.75882,-73.646681,PFHxA,6,short,3.6
NY2902858,GW-Groundwater,40.75882,-73.646681,PFNA,9,Long,7.7
NY2902858,GW-Groundwater,40.75882,-73.646681,PFOA,8,Long,5.6
NY2902858,GW-Groundwater,40.75882,-73.646681,PFPeA,5,short,4.3
NY2912267,GW-Groundwater,40.827535,-73.683475,PFOA,8,Long,5.3
NY3503524,SW-Surface Water,41.35675,-74.275824,PFHxA,6,short,3
NY3503524,SW-Surface Water,41.35675,-74.275824,PFOA,8,Long,4.5
NY3503524,SW-Surface Water,41.35675,-74.275824,PFPeA,5,short,3.1
NY3503535,SW-Surface Water,41.32,-74.18716,PFBA,4,short,6.7
NY3503535,SW-Surface Water,41.32,-74.18716,PFHpA,7,short,4.5
NY3503535,SW-Surface Water,41.32,-74.18716,PFHxA,6,short,7.6
NY3503535,SW-Surface Water,41.32,-74.18716,PFOA,8,Long,13.1
NY3503535,SW-Surface Water,41.32,-74.18716,PFOS,8,Long,4.7
NY3503535,SW-Surface Water,41.32,-74.18716,PFPeA,5,short,11.1
NY4600071,GW-Groundwater,42.832103,-73.960527,PFHxS,6,short,17.2
NY4600091,GW-Groundwater,42.869818,-73.933948,PFOA,8,Long,4.2
NY5001209,GW-Groundwater,42.147108,-77.056263,PFBS,4,short,6.7
NY5001209,GW-Groundwater,42.147108,-77.056263,PFOA,8,Long,12.2
NY5103266,GW-Groundwater,40.88512,-73.150503,PFHxA,6,short,5.1
NY5103266,GW-Groundwater,40.88512,-73.150503,PFHxS,6,short,3.4
NY5103266,GW-Groundwater,40.88512,-73.150503,PFNA,9,Long,6.6
NY5103266,GW-Groundwater,40.88512,-73.150503,PFOA,8,Long,6.5
NY5103266,GW-Groundwater,40.88512,-73.150503,PFOS,8,Long,4.1
NY5103266,GW-Groundwater,40.88512,-73.150503,PFPeA,5,short,5.6
NY5110526,GW-Groundwater,40.856481,-73.021949,PFHxA,6,short,6.1
NY5110526,GW-Groundwater,40.856481,-73.021949,PFOA,8,Long,4.4
NY5110526,GW-Groundwater,40.856481,-73.021949,PFPeA,5,short,7.4
NY5304410,GW-Groundwater,42.006446,-76.537343,PFHxA,6,short,13.2
NY5304410,GW-Groundwater,42.006446,-76.537343,PFOA,8,Long,4
NY5304410,GW-Groundwater,42.006446,-76.537343,PFPeA,5,short,17.7
NY5903451,SW-Surface Water,41.175937,-73.84658,PFOA,8,Long,4.3
NY5903469,SW-Surface Water,41.301613,-73.810198,PFOA,8,Long,6.3
OH0200811,SW-Surface Water,40.736925,-84.111312,PFPeA,5,short,4
OH0700011,SW-Surface Water,39.988783,-81.178964,PFOA,8,Long,8.1
OH0700114,"MX-Any combination of GW, SW, and GU",40.015208,-80.757362,PFBS,4,short,3.8
OH0701612,GW-Groundwater,39.972134,-80.749506,PFBS,4,short,11
OH0701612,GW-Groundwater,39.972134,-80.749506,PFHxA,6,short,3.4
OH0701612,GW-Groundwater,39.972134,-80.749506,PFHxS,6,short,11
OH0701612,GW-Groundwater,39.972134,-80.749506,PFOA,8,Long,6
OH0701612,GW-Groundwater,39.972134,-80.749506,PFPeA,5,short,3.4
OH0801011,SW-Surface Water,39.028541,-83.918056,PFBA,4,short,5.5
OH1203312,GW-Groundwater,39.941748,-84.033347,PFBS,4,short,5.5
OH1300812,GW-Groundwater,39.267801,-84.274075,PFOS,8,Long,15.9
OH1302212,GW-Groundwater,39.047916,-84.242848,PFOS,8,Long,10.1
OH1302212,GW-Groundwater,39.047916,-84.242848,PFPeA,5,short,3.3
OH2000111,SW-Surface Water,41.282551,-84.358609,PFPeA,5,short,3.3
OH2500103,SW-Surface Water,39.964121,-82.933658,PFBA,4,short,18.4
OH2500103,SW-Surface Water,39.964121,-82.933658,PFBS,4,short,8.3
OH2500103,SW-Surface Water,39.964121,-82.933658,PFHxA,6,short,16
OH2500103,SW-Surface Water,39.964121,-82.933658,PFOA,8,Long,5.6
OH2500103,SW-Surface Water,39.964121,-82.933658,PFPeA,5,short,14.9
OH2501003,SW-Surface Water,39.942087,-82.993618,PFBA,4,short,5.8
OH2501003,SW-Surface Water,39.942087,-82.993618,PFHxA,6,short,4.9
OH2501003,SW-Surface Water,39.942087,-82.993618,PFPeA,5,short,3.6
OH2504412,SW-Surface Water,39.986676,-82.985945,PFBA,4,short,7.3
OH2504412,SW-Surface Water,39.986676,-82.985945,PFHxA,6,short,4.1
OH2504412,SW-Surface Water,39.986676,-82.985945,PFPeA,5,short,3.1
OH3000111,SW-Surface Water,40.030525,-81.582802,PFOA,8,Long,5.4
OH3500811,SW-Surface Water,41.396698,-84.130243,PFPeA,5,short,3.3
OH3901111,SW-Surface Water,41.245565,-82.612818,PFBA,4,short,5.4
OH4600112,GW-Groundwater,40.358136,-83.757502,PFBS,4,short,3.1
OH4700911,SW-Surface Water,41.28676,-82.220257,PFBA,4,short,6.6
OH4700911,SW-Surface Water,41.28676,-82.220257,PFHxA,6,short,4.2
OH4700911,SW-Surface Water,41.28676,-82.220257,PFPeA,5,short,4.1
OH4701803,SW-Surface Water,41.433628,-82.166026,PFBA,4,short,5
OH4801411,SW-Surface Water,41.6473,-83.574525,PFBA,4,short,5
OH4801503,SW-Surface Water,41.503754,-83.731304,PFPeA,5,short,3.2
OH5701315,GU-Groundwater Under Influence of Surface Water,39.663761,-84.176123,PFBS,4,short,3.2
OH5701503,GU-Groundwater Under Influence of Surface Water,39.67235,-84.119403,PFHxS,6,short,7.1
OH5701503,GU-Groundwater Under Influence of Surface Water,39.67235,-84.119403,PFOS,8,Long,6.2
OH5701503,GU-Groundwater Under Influence of Surface Water,39.67235,-84.119403,PFPeA,5,short,3.3
OH5701915,GW-Groundwater,39.722831,-84.174487,PFBS,4,short,10
OH5701915,GW-Groundwater,39.722831,-84.174487,PFHxA,6,short,7.5
OH5701915,GW-Groundwater,39.722831,-84.174487,PFHxS,6,short,6.9
OH5701915,GW-Groundwater,39.722831,-84.174487,PFPeA,5,short,9.2
OH5703512,GU-Groundwater Under Influence of Surface Water,39.748336,-84.148166,PFHxA,6,short,3.1
OH5703512,GU-Groundwater Under Influence of Surface Water,39.748336,-84.148166,PFHxS,6,short,7
